"","Sku","Sal","Str","Std","Spd","Sda","Smr1","Sds","Sbi","Svi","Smean","SWt","Stdi","Maximumdepth","Meandensity"
"141",8.516830179,3.339776719,0.632850034,163.4957376,0.007747675,105.3995285,16.52832862,0.01969409,0.337530789,0.085438102,0.016524872,0.052170999,0.706066352,0.393668489,1181.895261
"142",8.071865341,3.118299155,0.665594005,163.4965516,0.008447465,100.3615331,13.2034157,0.02149355,0.325917782,0.099230588,0.009986588,0.031502599,0.606504258,0.373192989,1197.565167
"143",8.590405399,3.341910801,0.693655484,163.2448102,0.008322502,125.520782,9.377544002,0.021568527,0.621249795,0.204322457,-0.013638735,0.040748999,0.659514672,0.469861987,1221.715553
"144",7.720010219,3.236760903,0.763270782,3.009812417,0.009447165,110.6017928,11.54364875,0.020668797,0.84426158,0.201551058,-0.013377115,0.035655299,0.644493734,0.467878987,1213.721005
"145",7.285223657,3.063908131,0.589011434,176.9987767,0.00919724,100.9178152,10.45220011,0.019519142,1.13105521,0.185588847,-0.009822395,0.034580799,0.625926458,0.36357599,1209.326656
"146",7.620109992,3.176858456,0.594162337,176.9799191,0.007647705,127.3998517,11.81887885,0.01949415,0.869576142,0.207844348,-0.018014,0.039809999,0.557923393,0.553399484,1202.562835
"147",7.14756291,3.074418365,0.586735526,176.9858039,0.008922322,111.4248655,10.32074358,0.019069277,0.990431178,0.194543264,-0.012813902,0.045826999,0.580388186,0.471114987,1203.357917
"148",7.10844433,3.554515095,0.668645639,166.7538185,0.008072577,125.605897,11.46154816,0.01909427,0.798456037,0.202871835,-0.01821068,0.063635998,0.67172042,0.630490482,1188.770328
"149",7.319840917,3.335929721,0.566382039,3.263035854,0.007872637,120.3404936,10.547819,0.018919322,0.799727112,0.198581075,-0.012951574,0.049963999,0.589032016,0.484328986,1217.326002
"150",10.22369912,3.02735767,0.5462838,163.0049486,0.009472157,103.3704972,10.81761911,0.020668797,1.089592495,0.184164477,-0.01058512,0.036634199,0.629644463,0.479279986,1246.995496
"151",7.623875939,3.116449099,0.642373602,163.257373,0.010471857,93.79317168,11.66913889,0.022718182,0.876968286,0.186704214,-0.009778456,0.039717299,0.657430942,0.466516987,1234.230274
"152",8.59862037,3.42277226,0.696871971,163.7497584,0.009472157,108.9968365,11.44339624,0.02139358,0.903988485,0.206721511,-0.014270809,0.040328699,0.600570706,0.515730652,1224.887759
"153",6.787993034,3.599240613,0.711410668,13.24569638,0.009147255,111.5552617,11.10058912,0.021218632,0.868333054,0.211564745,-0.018540925,0.037128699,0.681516267,0.524175319,1221.235586
"154",8.227231287,3.220001986,0.617844645,163.2520313,0.008322502,120.5444624,10.7631453,0.021043685,0.696768506,0.208029311,-0.016133599,0.042767999,0.604278025,0.589108983,1216.497076
"155",7.484496222,2.764180992,0.406473082,172.7404545,0.006672997,114.826244,15.55256889,0.017244825,0.353027895,0.096361154,0.016551689,0.059363998,0.597448453,0.510178986,1180.305069
"156",6.450699609,2.622455601,0.496227774,2.769823358,0.00859742,103.2627164,13.44652478,0.019244225,0.388282803,0.11227983,0.00921529,0.033125499,0.586229309,0.440139988,1207.859111
"157",7.758266801,3.098949022,0.648651416,163.0069829,0.008822352,115.4413429,10.05840234,0.020318902,0.743773859,0.196344769,-0.013115861,0.045864999,0.709046394,0.446064987,1229.256705
"158",6.66475378,3.330739777,0.788803888,163.4881138,0.010271917,98.88737292,10.85167943,0.020943715,0.976921067,0.194223279,-0.012004728,0.028944199,0.617351412,0.425511788,1211.08964
"159",7.107712184,3.148471297,0.717501511,165.253821,0.009572127,106.3083764,16.91792538,0.019144255,0.827935754,0.184239022,-0.007638184,0.026639499,0.631274788,0.36298649,1197.691676
"160",7.277666393,3.447298569,0.768139941,177.234857,0.008822352,109.7786594,11.20202494,0.02069379,0.729815022,0.202352572,-0.014375554,0.041795299,0.669883727,0.478874987,1229.627784
"161",7.546474488,3.430859823,0.719005383,165.0074716,0.009172247,106.4546792,10.25586246,0.019469157,1.072258586,0.18819557,-0.011214586,0.041701499,0.620602002,0.424323988,1215.341952
"162",7.292092127,3.569472678,0.693782679,2.995879413,0.008122562,128.4624369,11.33821568,0.019844045,0.750442588,0.20715215,-0.016350643,0.057319998,0.654189298,0.529211652,1216.452095
"163",6.604260042,3.154195343,0.601346464,3.247012818,0.008622412,107.2603967,11.03528041,0.01929421,0.781981771,0.192201734,-0.01070775,0.041011399,0.610381529,0.419552738,1199.808137
"164",8.258599633,3.11164584,0.617898123,161.0017852,0.009322202,107.4727827,10.08564769,0.020068977,0.967983361,0.187798085,-0.010713321,0.036936299,0.643423799,0.472162653,1242.525408
"165",6.473268289,3.077183724,0.696919067,163.2421817,0.009622112,102.8277274,12.25691039,0.021043685,0.729565026,0.185823359,-0.008414825,0.030302599,0.600070049,0.435382988,1231.505485
"166",7.785551179,2.82834106,0.460226857,2.753480996,0.008472457,115.6026375,11.80154824,0.01929421,0.836177693,0.19503013,-0.013141389,0.041305399,0.579400629,0.524251985,1233.317123
"167",6.372282193,2.860293072,0.459415468,2.759201652,0.007947615,116.6932496,11.59285818,0.01879436,0.842751098,0.196228619,-0.017188622,0.037836399,0.467796167,0.563526984,1209.505077
"168",6.598888655,2.786191174,0.376155674,175.9973592,0.007847645,128.1757756,11.04679082,0.01889433,0.562954194,0.185530011,-0.013242438,0.030724999,0.550830277,0.631732982,1225.686656
"169",8.119634496,2.851261565,0.501320839,2.771740882,0.007272817,114.1960236,16.10863406,0.01709487,0.328945174,0.095253971,0.014886277,0.051496999,0.541001896,0.504289986,1180.160252
