"N_tools","TOTAL_STEMS_median","TOTAL_GRAIN_KG_median","MEAN_STEMS_per_tool","MEDIAN_STEMS_per_tool","MIN_STEMS_per_tool","MAX_STEMS_per_tool","MEAN_GRAIN_KG_per_tool","MEDIAN_GRAIN_KG_per_tool","MIN_GRAIN_KG_per_tool","MAX_GRAIN_KG_per_tool"
43,2634697.715125,790.4093145375,61272.0398866279,57734.2785833333,10655.5318333333,106102.276583333,18.3816119659884,17.320283575,3.19665955,31.830682975
